S1 S2 S3
0 0 0
965 346 354
963 551 344
967 383 375
967 436 364
963 627 351
373 348 357
375 352 357
369 346 353
361 339 347
357 338 345
357 337 344
349 335 341
344 335 343
346 329 340
349 333 340
347 335 340
356 340 347
359 341 349
361 351 354
391 364 369
403 372 376
388 366 370
386 364 364
391 366 372
400 367 374
388 360 366
384 356 361
399 357 359
398 358 357
415 362 360
423 371 367
445 387 716
969 965 961
971 966 963
971 965 961
971 966 964
970 966 966
947 966 965
437 965 954
455 415 417
446 417 416
451 410 410
449 423 428
447 422 421
452 429 419
452 427 422
451 428 438
444 423 430
431 416 430
407 379 398
379 370 383
373 362 374
365 346 352
965 797 352
966 777 352
966 728 353
967 723 357
967 705 359
966 637 355
863 531 365
377 359 367
454 423 426
452 429 428
440 399 390
396 365 359
367 353 353
370 631 785
346 672 823
347 723 874
356 776 932
384 865 954
455 960 966
454 418 488
457 426 416
452 421 417
431 396 391
422 388 387
419 384 391
446 407 409
422 390 399
446 399 405
444 409 401
447 408 406
449 408 408
444 412 417
440 404 411
450 416 424
421 390 393
382 353 361
450 419 427
358 338 345
331 324 333
337 329 339
343 339 346
357 342 353
378 351 354
377 351 356
370 345 349
359 339 343
355 335 340
357 335 342
359 337 343
353 338 340
356 339 342
357 342 344
358 349 350
366 351 351
375 356 357
380 358 359
386 364 363
406 382 380
412 388 403
337 335 352
335 333 346
335 332 344
350 337 349
598 340 348
953 340 346
371 340 349
383 352 358
359 344 351
348 335 348
447 407 412
353 340 350
443 419 425
385 361 366
381 359 362
356 346 353
351 336 346
389 364 367
445 406 422
342 337 348
399 455 962
959 942 952
959 939 948
960 951 952
964 959 958
967 961 959
968 962 956
969 962 691
970 965 961
970 965 961
968 962 957
968 960 956
967 957 943
965 951 898
971 964 960
971 966 966
955 879 859
970 429 438
961 869 361
971 966 423
964 954 911
966 959 955
971 967 423
961 952 923
971 967 966
970 964 961
971 965 961
971 963 481
964 355 356
448 407 417
392 364 377
450 425 437
406 382 383
388 366 367
404 375 384
440 403 421
406 379 414
463 420 443
438 402 425
427 397 409
460 425 441
969 392 385
971 964 399
969 961 911
970 962 937
967 952 359
967 358 358
409 364 369
371 345 353
362 344 361
359 350 365
375 357 381
463 428 438
406 365 374
457 419 424
